recruit_no,title,company,company_desc,skills,career,location,badges,deadline_text,deadline_date,detail_url
49673467,NPU Compiler Engineer,㈜모빌린트,엣지용 AI 반도체(NPU) 개발을 선도하며 인공지능 기술의 경계를 확장하는 AI 반도체 스타트업,C;C++;Python;인공지능(AI),경력무관,서울 강남구,합격축하금,~08/24(월),2026-08-24 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49673467?sc=322
49673291,AI Research Engineer (박사),웨이센,인공지능 기반의 정밀의료 플랫폼으로 의료 AI 혁신을 선도하는 전문기업,Python;Pytorch;Tensorflow,경력2년↑,서울 강남구,합격축하금,~08/27(목),2026-08-27 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49673291?sc=322
49673286,AX전략 컨설팅 경력컨설턴트,㈜한국능률협회컨설팅,경영 혁신과 인재 개발을 위한 인공지능 기반 컨설팅 및 교육 솔루션 제공,,경력7년↑,"서울 영등포구;7,000~13,000만원",합격축하금,~09/27(일),2026-09-27 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49673286?sc=322
49671824,로봇 기술지원 담당자 (1년이상),디지시스㈜,"다양한 라이프스타일을 아우르는 첨단 IT 제품 및 생활용품 유통, 반려동물용품까지 포괄하는 인공지능 기반 사업 강화 중",,경력1년↑,서울 영등포구,합격축하금,~09/26(토),2026-09-26 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49671824?sc=322
49669987,데이터 분석가 (경력 1-3년),㈜퍼플아카데미,빅데이터와 LMS 기반의 영어 홈스쿨링 플랫폼을 제공하며 영어교육의 혁신을 추구하는 교육 스타트업,Python,경력1년↑,서울 양천구,합격축하금,~08/27(목),2026-08-27 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49669987?sc=322
49670053,[프로덕트디자인팀] 휴머노이드 로봇 디자이너,㈜로브로스,"인공지능 기반 휴머노이드를 개발하며 빠르게 성장하는 기술 중심 기업, 강화학습을 활용한 전신 제어 정책 학습 및 안정적 동작 구현 전문",,경력2년↑,서울 성동구,합격축하금,~08/31(월),2026-08-31 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49670053?sc=322
49670020,휴머노이드 전신 제어 RL,㈜로브로스,"인공지능 기반 휴머노이드를 개발하며 빠르게 성장하는 기술 중심 기업, 강화학습을 활용한 전신 제어 정책 학습 및 안정적 동작 구현 전문",,경력무관,서울 성동구,합격축하금,~08/31(월),2026-08-31 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49670020?sc=322
49669994,AI 리서치 사이언티스트-로봇 액션 모델,㈜로브로스,"인공지능 기반 휴머노이드를 개발하며 빠르게 성장하는 기술 중심 기업, 강화학습을 활용한 전신 제어 정책 학습 및 안정적 동작 구현 전문",C++;Git;Python;Pytorch,경력무관,서울 성동구,합격축하금,~08/31(월),2026-08-31 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49669994?sc=322
49669992,AI리서치사이언티스트-강화 학습,㈜로브로스,"인공지능 기반 휴머노이드를 개발하며 빠르게 성장하는 기술 중심 기업, 강화학습을 활용한 전신 제어 정책 학습 및 안정적 동작 구현 전문",C++;Git;Python;Pytorch,경력무관,서울 성동구,합격축하금,~08/31(월),2026-08-31 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49669992?sc=322
49669983,AI 리서치 사이언티스트-Spatial AI,㈜로브로스,"인공지능 기반 휴머노이드를 개발하며 빠르게 성장하는 기술 중심 기업, 강화학습을 활용한 전신 제어 정책 학습 및 안정적 동작 구현 전문",Python;Pytorch,경력무관,서울 성동구,합격축하금,~08/31(월),2026-08-31 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49669983?sc=322
49669704,[셀락바이오] 공정개발·제형개발 연구원,㈜셀락바이오,바이오필러 및 조직재생 제품 개발과 최첨단 GMP 생산공정을 갖춘 전문 기업,,경력5년↑,경기 의왕시,합격축하금,~08/27(목),2026-08-27 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49669704?sc=322
49664933,DevOps엔지니어,로민,"인공지능 기반의 문서이해 플랫폼 TextScope Studio 개발로 디지털 혁신 및 업무 자동화를 이끄는 스타트업, 다양한 산업에 AI OCR 솔루션 제공",AWS;Docker;kubernetes;PostgreSQL;Python,경력3년↑,서울 서초구,합격축하금,~08/27(목),2026-08-27 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49664933?sc=322
49664236,AI/빅데이터 분야 B2G기획 및 운영 담당자,㈜에이아이스타,"인공지능 기술을 활용하여 신소재 및 신약 발견의 혁신을 선도하는 기업, 에너지 및 바이오 산업에 최적화된 AI 솔루션 개발 전문",Figma;PowerPoint;프레젠테이션;한컴,경력3년↑,서울 강남구,합격축하금,~08/27(목),2026-08-27 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49664236?sc=322
49664234,AI이차전지 개발 연구개발팀 팀원,㈜에이아이스타,"인공지능 기술을 활용하여 신소재 및 신약 발견의 혁신을 선도하는 기업, 에너지 및 바이오 산업에 최적화된 AI 솔루션 개발 전문",MongoDB;NoSQL;Python;RDBMS;SQL,경력3년↑,서울 서초구,합격축하금,~08/27(목),2026-08-27 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49664234?sc=322
49664233,AI이차전지 개발 연구개발팀 팀장,㈜에이아이스타,"인공지능 기술을 활용하여 신소재 및 신약 발견의 혁신을 선도하는 기업, 에너지 및 바이오 산업에 최적화된 AI 솔루션 개발 전문",MongoDB;NoSQL;Python;RDBMS;SQL,경력5년↑,서울 서초구,합격축하금,~08/27(목),2026-08-27 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49664233?sc=322
49664228,AI 기반 신소재 연구원,㈜에이아이스타,"인공지능 기술을 활용하여 신소재 및 신약 발견의 혁신을 선도하는 기업, 에너지 및 바이오 산업에 최적화된 AI 솔루션 개발 전문",Python;Pytorch;Scikit-Learn,경력3년↑,서울 서초구,합격축하금,~08/27(목),2026-08-27 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49664228?sc=322
49664226,AI 배터리 분야 연구소장,㈜에이아이스타,"인공지능 기술을 활용하여 신소재 및 신약 발견의 혁신을 선도하는 기업, 에너지 및 바이오 산업에 최적화된 AI 솔루션 개발 전문",Python;RDBMS;SQL;ERP;DBMS,경력5년↑,서울 서초구,합격축하금,~08/27(목),2026-08-27 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49664226?sc=322
49664843,ML(머신러닝)엔지니어 전문연구요원신규/전직,로민,"인공지능 기반의 문서이해 플랫폼 TextScope Studio 개발로 디지털 혁신 및 업무 자동화를 이끄는 스타트업, 다양한 산업에 AI OCR 솔루션 제공",OpenCV;Python;Pytorch;Tensorflow,신입,서울 서초구,합격축하금,~08/27(목),2026-08-27 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49664843?sc=322
49662620,마케팅·문서 디자이너,㈜로그프레소,"사이버 보안 및 IT 운영 플랫폼 전문 기업, 온프레미스와 클라우드 환경에 최적화된 보안 운영 플랫폼 제공",,경력5년↑,서울 마포구 외 5,합격축하금,~08/26(수),2026-08-26 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49662620?sc=322
49659677,[ESTsecrity]악성코드 분석가,㈜이스트시큐리티,AI를 활용한 지능형 보안 솔루션 제공을 통해 안전한 디지털 환경을 조성하는 보안 전문 기업,Git;Python;Wireshark,경력2년↑,서울 서초구,합격축하금,~08/26(수),2026-08-26 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49659677?sc=322
49657751,시니어 AI 및 데이터 분석 전문가,피엠인터내셔널코리아(유),"혁신적인 건강 및 웰빙 제품을 제공하며 글로벌 네트워크 마케팅을 선도하는 회사, 전 세계 40여 개국에 지사를 두고 지속 가능한 성장 추진",AWS;Azure;NoSQL;Python;R,경력5년↑,서울 영등포구,합격축하금,~08/26(수),2026-08-26 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49657751?sc=322
49657321,개발팀 설계 연구원 시니어 (Creo),㈜엘앤케이바이오메드,"척추질환 치료를 위한 글로벌 메디컬 전문기업으로, 미국 FDA 승인 제품으로 우수한 품질의 임플란트를 생산하며 혁신적 연구개발에 집중",AutoCAD;CREO;2D 설계;3D Printer,경력6년↑,서울 양천구,합격축하금,~08/26(수),2026-08-26 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49657321?sc=322
49649130,[경력] 서비스 기획,㈜씨어스,생체신호 분석 인공지능 알고리즘 기반의 IoMT 플랫폼을 활용한 원격의료 및 환자 모니터링 솔루션 전문 기업,Figma;UI;UX,경력3년↑,경기 성남시 외 1,합격축하금,~08/23(일),2026-08-23 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49649130?sc=322
49648604,[상장사] 기획 담당 (과장급),주식회사 피노,전문적인 신에너지 소재 과학 기업으로 이차전지 소재 연구개발 및 관련 소프트웨어 개발에 주력,영어;중국어,경력7년↑,경기 안양시,합격축하금,~08/13(목),2026-08-13 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49648604?sc=322
49644094,"SMART AI(C#,WPF)개발 엔지니어",㈜크레셈,반도체 및 LED 패키징 검사 장비와 초음파 ACF 접합 기술 분야에서 혁신적인 커스터마이징 장비를 개발하여 최적의 ROI를 제공하는 전문 기업,.Net;C#;Git;Oracle;SQL,경력4년↑,인천 연수구 외 1,합격축하금,~08/23(일),2026-08-23 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49644094?sc=322
49644048,AI 연구 개발 엔지니어 (신입 무관),㈜크레셈,반도체 및 LED 패키징 검사 장비와 초음파 ACF 접합 기술 분야에서 혁신적인 커스터마이징 장비를 개발하여 최적의 ROI를 제공하는 전문 기업,,경력무관,인천 연수구 외 1,합격축하금,~08/23(일),2026-08-23 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49644048?sc=322
49643996,알고리즘 파트 개발자,㈜크레셈,반도체 및 LED 패키징 검사 장비와 초음파 ACF 접합 기술 분야에서 혁신적인 커스터마이징 장비를 개발하여 최적의 ROI를 제공하는 전문 기업,C#;WPF,경력3년↑,인천 연수구,합격축하금,~08/23(일),2026-08-23 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49643996?sc=322
49640703,CTI 아웃바운드 개발자,㈜넥서스커뮤니티,"인공지능 기반 챗봇, 보이스 봇 및 상담 분석 솔루션을 제공하며 최고의 고객 경험 플랫폼 리더를 목표로 하는 기업",API;C;C++;CTI;TTS,경력7년↑,서울 중구,합격축하금,~08/22(토),2026-08-22 23:00:00,https://www.jobkorea.co.kr/Recruit/GI_Read/49640703?sc=322
